NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Consensus	Std	Count
HPP12_RS03350	HP0643	HELPY_RS03525	HPG27_RS03135	HPB8_RS04005	147.0	9.54	5.0
HPP12_RS03355	HP0644	HELPY_RS03520	HPG27_RS03140	HPB8_RS04010	148.0	8.73	5.0
HPP12_RS03360	HP0645	HELPY_RS03515	HPG27_RS03145	HPB8_RS04015	148.0	8.73	5.0
HPP12_RS03365	HP0646	HELPY_RS03510	HPG27_RS03150	HPB8_RS04020	148.0	8.63	5.0
HPP12_RS03370	HP0647	HELPY_RS03505	HPG27_RS03155	HPB8_RS04025	148.0	8.5	5.0
HPP12_RS03375	HP0648	HELPY_RS03500	HPG27_RS03160	HPB8_RS04030	148.0	8.5	5.0
HPP12_RS03380	HP0649	HELPY_RS03495	HPG27_RS03165	HPB8_RS04035	149.0	7.68	5.0
HPP12_RS03385	HP0650	HELPY_RS03490	HPG27_RS03170	HPB8_RS04040	152.0	7.6	5.0
HPP12_RS03395	HP0652	HELPY_RS03480	HPG27_RS03180	HPB8_RS04050	152.0	7.47	5.0
HPP12_RS03400	HP0653	HELPY_RS03475	HPG27_RS03185	HPB8_RS04055	152.0	6.96	5.0
HPP12_RS03405	HP0654	HELPY_RS03470	HPG27_RS03190	HPB8_RS04060	152.0	6.65	5.0
HPP12_RS03410	HP0655	HELPY_RS03465	HPG27_RS03195	HPB8_RS04065	154.0	6.58	5.0
HPP12_RS03415	HP0656	HELPY_RS03460	HPG27_RS03200	HPB8_RS04070	154.0	5.64	5.0
HPP12_RS03420	HP0657	HELPY_RS03455	HPG27_RS03205	HPB8_RS04075	154.0	5.64	5.0
HPP12_RS03425	HP0658	HELPY_RS03450	HPG27_RS03210	HPB8_RS04080	155.0	5.59	5.0
HPP12_RS03430	HP0659	HELPY_RS03445	HPG27_RS03215	HPB8_RS04085	155.0	5.32	5.0
HPP12_RS03435	HP0660	HELPY_RS03440	HPG27_RS03220	HPB8_RS04090	155.0	4.67	5.0
HPP12_RS03445	HP0662	HELPY_RS03430	HPG27_RS03230	HPB8_RS04100	155.0	4.66	5.0
HPP12_RS03450	HP0663	HELPY_RS03425	HPG27_RS03235	HPB8_RS04105	155.0	4.66	5.0
HPP12_RS03455	HP0664	HELPY_RS03420	HPG27_RS03240	HPB8_RS04110	155.0	4.44	5.0
HPP12_RS03460	HP0665	HELPY_RS03415	HPG27_RS03245	HPB8_RS04115	155.0	4.44	5.0
HPP12_RS03465	HP0666	HELPY_RS03410	HPG27_RS03250	HPB8_RS04120	155.0	3.77	5.0
HPP12_RS03480	HP0671	HELPY_RS03370	HPG27_RS03265	HPB8_RS04145	155.0	2.92	5.0
HPP12_RS03485	HP0672	HELPY_RS03365	HPG27_RS03270	HPB8_RS04150	155.0	2.92	5.0
HPP12_RS03495	HP0675	HELPY_RS03355	HPG27_RS03280	HPB8_RS04160	155.0	2.77	5.0
HPP12_RS03500	HP0676	HELPY_RS03350	HPG27_RS03285	HPB8_RS04165	155.0	2.77	5.0
HPP12_RS03505	HP0677	HELPY_RS03345	HPG27_RS03290	HPB8_RS04170	155.0	2.77	5.0
HPP12_RS03515	HP0680	HELPY_RS03335	HPG27_RS03300	HPB8_RS04180	155.0	2.92	5.0
HPP12_RS03540	HP0683	HELPY_RS03320	HPG27_RS03315	HPB8_RS04195	155.0	3.05	5.0
HPP12_RS03550	HP0686	HELPY_RS03310	HPG27_RS03325	HPB8_RS04205	156.0	3.65	5.0
HPP12_RS03555	HP0687	HELPY_RS03305	HPG27_RS03330	HPB8_RS04210	155.0	3.91	5.0
HPP12_RS03565	HP0690	HELPY_RS03295	HPG27_RS03340	HPB8_RS04220	156.0	4.44	5.0
HPP12_RS03570	HP0691	HELPY_RS03290	HPG27_RS03345	HPB8_RS04225	156.0	4.44	5.0
HPP12_RS03575	HP0692	HELPY_RS03285	HPG27_RS03350	HPB8_RS04230	156.0	4.72	5.0
HPP12_RS03580	HP0693	HELPY_RS03280	HPG27_RS03355	HPB8_RS04235	156.0	4.95	5.0
HPP12_RS03595	HP0696	HELPY_RS03260	HPG27_RS03370	HPB8_RS04250	156.0	5.89	5.0
HPP12_RS03600	HP0697	HELPY_RS03255	HPG27_RS03375	HPB8_RS04255	156.0	6.3	5.0
HPP12_RS03610	HP0699	HELPY_RS03245	HPG27_RS03385	HPB8_RS04265	156.0	6.6	5.0
HPP12_RS03615	HP0700	HELPY_RS03240	HPG27_RS03390	HPB8_RS04270	156.0	6.88	5.0
HPP12_RS03620	HP0701	HELPY_RS03235	HPG27_RS03395	HPB8_RS04275	156.0	6.88	5.0
HPP12_RS03625	HP0702	HELPY_RS03230	HPG27_RS03400	HPB8_RS04280	156.0	7.3	5.0
HPP12_RS03630	HP0703	HELPY_RS03225	HPG27_RS03405	HPB8_RS04285	158.0	7.6	5.0
HPP12_RS03650	HP0706	HELPY_RS03205	HPG27_RS03425	HPB8_RS04305	159.0	8.62	5.0
HPP12_RS03655	HP0707	HELPY_RS03200	HPG27_RS03430	HPB8_RS04310	163.0	8.93	5.0
HPP12_RS03660	HP0708	HELPY_RS03195	HPG27_RS03435	HPB8_RS04315	163.0	9.36	5.0
HPP12_RS03665	HP0709	HELPY_RS03190	HPG27_RS03440	HPB8_RS04320	163.0	9.36	5.0
HPP12_RS03675	HP0711	HELPY_RS03180	HPG27_RS03450	HPB8_RS04330	164.0	9.97	5.0
HPP12_RS03680	HP0714	HELPY_RS03165	HPG27_RS03460	HPB8_RS04340	164.0	10.71	5.0
HPP12_RS03685	HP0715	HELPY_RS03160	HPG27_RS03465	HPB8_RS04345	164.0	10.71	5.0
HPP12_RS03690	HP0716	HELPY_RS03155	HPG27_RS03470	HPB8_RS04350	165.0	10.79	5.0
HPP12_RS03700	HP0718	HELPY_RS03145	HPG27_RS03480	HPB8_RS04360	165.0	11.77	5.0
HPP12_RS03710	HP0721	HELPY_RS03135	HPG27_RS03490	HPB8_RS04370	165.0	11.77	5.0
HPP12_RS03720	HP0723	HELPY_RS03125	HPG27_RS03505	HPB8_RS04380	166.0	12.54	5.0
HPP12_RS03725	HP0724	HELPY_RS03120	HPG27_RS03500	HPB8_RS04385	166.0	12.83	5.0
HPP12_RS03730	HP0722	HELPY_RS03115	HPG27_RS03495	HPB8_RS04390	166.0	12.63	5.0
HPP12_RS03735	HP0726	HELPY_RS03110	HPG27_RS03515	HPB8_RS04395	167.0	13.61	5.0
HPP12_RS03740	HP0727	HELPY_RS03105	HPG27_RS03520	HPB8_RS04400	167.0	13.61	5.0
HPP12_RS03745	HP0728	HELPY_RS03100	HPG27_RS03525	HPB8_RS04405	167.0	13.9	5.0
HPP12_RS03755	HP0730	HELPY_RS03090	HPG27_RS03535	HPB8_RS04415	168.0	14.48	5.0
HPP12_RS03775	HP0734	HELPY_RS03070	HPG27_RS03570	HPB8_RS04445	169.0	15.09	5.0
HPP12_RS03780	HP0735	HELPY_RS03065	HPG27_RS03575	HPB8_RS04450	169.0	15.76	5.0
HPP12_RS03785	HP0736	HELPY_RS03060	HPG27_RS03580	HPB8_RS04455	170.0	16.17	5.0
HPP12_RS03790	HP0737	HELPY_RS03055	HPG27_RS03585	HPB8_RS04460	170.0	16.17	5.0
HPP12_RS03795	HP0738	HELPY_RS03050	HPG27_RS03590	HPB8_RS04465	170.0	16.17	5.0
HPP12_RS03800	HP0739	HELPY_RS03045	HPG27_RS03595	HPB8_RS04470	170.0	16.17	5.0
HPP12_RS03805	HP0740	HELPY_RS03040	HPG27_RS03600	HPB8_RS04475	170.0	16.84	5.0
HPP12_RS03810	HP0741	HELPY_RS03035	HPG27_RS03605	HPB8_RS04480	171.0	17.25	5.0
HPP12_RS03815	HP0742	HELPY_RS03030	HPG27_RS03610	HPB8_RS04485	171.0	17.25	5.0
HPP12_RS03835	HP0745	HELPY_RS03010	HPG27_RS03625	HPB8_RS04500	171.0	18.21	5.0
HPP12_RS03840	HP0746	HELPY_RS03005	HPG27_RS03630	HPB8_RS04505	172.0	18.34	5.0
HPP12_RS03845	HP0747	HELPY_RS03000	HPG27_RS03635	HPB8_RS04510	172.0	18.34	5.0
HPP12_RS03850	HP0748	HELPY_RS02995	HPG27_RS03640	HPB8_RS04515	172.0	18.56	5.0
HPP12_RS03855	HP0749	HELPY_RS02990	HPG27_RS03645	HPB8_RS04520	172.0	19.3	5.0
HPP12_RS03860	HP0750	HELPY_RS02985	HPG27_RS03650	HPB8_RS04525	173.0	19.42	5.0
HPP12_RS03865	HP0751	HELPY_RS02980	HPG27_RS03655	HPB8_RS04530	173.0	19.42	5.0
HPP12_RS03870	HP0752	HELPY_RS02975	HPG27_RS03660	HPB8_RS04535	173.0	19.42	5.0
HPP12_RS03875	HP0753	HELPY_RS02970	HPG27_RS03665	HPB8_RS04540	173.0	20.09	5.0
HPP12_RS03880	HP0754	HELPY_RS02965	HPG27_RS03670	HPB8_RS04545	173.0	20.38	5.0
HPP12_RS03885	HP0755	HELPY_RS02960	HPG27_RS03675	HPB8_RS04550	174.0	20.51	5.0
HPP12_RS03890	HP0756	HELPY_RS02955	HPG27_RS03680	HPB8_RS04555	174.0	20.51	5.0
HPP12_RS03895	HP0757	HELPY_RS02950	HPG27_RS03685	HPB8_RS04560	174.0	20.51	5.0
HPP12_RS03900	HP0758	HELPY_RS02945	HPG27_RS03690	HPB8_RS04565	174.0	20.51	5.0
HPP12_RS03905	HP0759	HELPY_RS02940	HPG27_RS03695	HPB8_RS04570	174.0	21.02	5.0
HPP12_RS03915	HP0761	HELPY_RS02930	HPG27_RS03705	HPB8_RS04580	175.0	21.6	5.0
HPP12_RS03920	HP0762	HELPY_RS02925	HPG27_RS03710	HPB8_RS04585	175.0	21.6	5.0
HPP12_RS03925	HP0763	HELPY_RS02920	HPG27_RS03715	HPB8_RS04590	175.0	21.6	5.0
HPP12_RS03935	HP0768	HELPY_RS02895	HPG27_RS03745	HPB8_RS04620	176.0	22.69	5.0
HPP12_RS03940	HP0769	HELPY_RS02890	HPG27_RS03750	HPB8_RS04625	176.0	22.69	5.0
HPP12_RS03945	HP0770	HELPY_RS02885	HPG27_RS03755	HPB8_RS04630	176.0	23.23	5.0
HPP12_RS03950	HP0771	HELPY_RS02880	HPG27_RS03760	HPB8_RS04635	176.0	23.57	5.0
HPP12_RS03955	HP0772	HELPY_RS02875	HPG27_RS03765	HPB8_RS04640	177.0	23.78	5.0
HPP12_RS03960	HP0773	HELPY_RS02870	HPG27_RS03770	HPB8_RS04645	177.0	23.78	5.0
HPP12_RS03965	HP0774	HELPY_RS02865	HPG27_RS03775	HPB8_RS04650	177.0	24.32	5.0
HPP12_RS03970	HP0775	HELPY_RS02860	HPG27_RS03780	HPB8_RS04655	177.0	24.66	5.0
HPP12_RS03975	HP0776	HELPY_RS02855	HPG27_RS03785	HPB8_RS04660	178.0	24.87	5.0
HPP12_RS03980	HP0777	HELPY_RS02850	HPG27_RS03790	HPB8_RS04665	178.0	24.87	5.0
HPP12_RS03985	HP0778	HELPY_RS02845	HPG27_RS03795	HPB8_RS04670	178.0	25.41	5.0
HPP12_RS03990	HP0779	HELPY_RS02840	HPG27_RS03800	HPB8_RS04675	178.0	25.61	5.0
HPP12_RS03995	HP0780	HELPY_RS02835	HPG27_RS03805	HPB8_RS04680	179.0	25.96	5.0
HPP12_RS04000	HP0781	HELPY_RS02830	HPG27_RS03810	HPB8_RS04685	179.0	26.24	5.0
HPP12_RS04005	HP0782	HELPY_RS02825	HPG27_RS03815	HPB8_RS04690	179.0	26.7	5.0
HPP12_RS04010	HP0783	HELPY_RS02820	HPG27_RS03820	HPB8_RS04695	180.0	27.05	5.0
HPP12_RS04020	HP0785	HELPY_RS02810	HPG27_RS03830	HPB8_RS04705	180.0	27.05	5.0
HPP12_RS04025	HP0786	HELPY_RS02805	HPG27_RS03835	HPB8_RS04710	180.0	27.33	5.0
HPP12_RS04030	HP0787	HELPY_RS02800	HPG27_RS03840	HPB8_RS04715	180.0	27.94	5.0
HPP12_RS04035	HP0788	HELPY_RS02795	HPG27_RS03845	HPB8_RS04720	181.0	28.43	5.0
HPP12_RS04045	HP0790	HELPY_RS02790	HPG27_RS04160	HPB8_RS05015	185.0	34.38	5.0
HPP12_RS04050	HP0791	HELPY_RS02765	HPG27_RS03860	HPB8_RS04730	182.0	29.52	5.0
HPP12_RS04055	HP0792	HELPY_RS02760	HPG27_RS03865	HPB8_RS04735	182.0	29.52	5.0
HPP12_RS04060	HP0793	HELPY_RS02755	HPG27_RS03870	HPB8_RS04740	182.0	30.26	5.0
HPP12_RS04065	HP0794	HELPY_RS02750	HPG27_RS03875	HPB8_RS04745	182.0	30.41	5.0
HPP12_RS04070	HP0795	HELPY_RS02745	HPG27_RS03880	HPB8_RS04750	183.0	30.61	5.0
HPP12_RS04075	HP0796	HELPY_RS02740	HPG27_RS03885	HPB8_RS04755	183.0	30.61	5.0
HPP12_RS04080	HP0797	HELPY_RS02735	HPG27_RS03890	HPB8_RS04760	183.0	30.61	5.0
HPP12_RS04085	HP0798	HELPY_RS02730	HPG27_RS03895	HPB8_RS04765	183.0	31.35	5.0
HPP12_RS04090	HP0799	HELPY_RS02725	HPG27_RS03900	HPB8_RS04770	183.0	31.5	5.0
HPP12_RS04095	HP0800	HELPY_RS02720	HPG27_RS03905	HPB8_RS04775	183.0	31.5	5.0
HPP12_RS04105	HP0802	HELPY_RS02710	HPG27_RS03915	HPB8_RS04785	184.0	31.7	5.0
HPP12_RS04110	HP0803	HELPY_RS02705	HPG27_RS03920	HPB8_RS04790	184.0	31.7	5.0
HPP12_RS04115	HP0804	HELPY_RS02700	HPG27_RS03925	HPB8_RS04795	184.0	31.7	5.0
HPP12_RS04120	HP0805	HELPY_RS02695	HPG27_RS03930	HPB8_RS04800	184.0	32.44	5.0
HPP12_RS04125	HP0806	HELPY_RS02690	HPG27_RS03935	HPB8_RS04805	184.0	32.59	5.0
HPP12_RS04135	HP0808	HELPY_RS02680	HPG27_RS03945	HPB8_RS04815	185.0	32.79	5.0
HPP12_RS04140	HP0809	HELPY_RS02675	HPG27_RS03950	HPB8_RS04820	185.0	33.34	5.0
HPP12_RS04145	HP0810	HELPY_RS02670	HPG27_RS03955	HPB8_RS04825	185.0	33.69	5.0
HPP12_RS04150	HP0811	HELPY_RS02665	HPG27_RS03960	HPB8_RS04830	185.0	33.69	5.0
HPP12_RS04155	HP0812	HELPY_RS02660	HPG27_RS03965	HPB8_RS04835	186.0	33.88	5.0
HPP12_RS04160	HP0813	HELPY_RS02655	HPG27_RS03970	HPB8_RS04840	186.0	33.88	5.0
HPP12_RS04165	HP0814	HELPY_RS02650	HPG27_RS03975	HPB8_RS04845	186.0	33.88	5.0
HPP12_RS04170	HP0815	HELPY_RS02645	HPG27_RS03980	HPB8_RS04850	186.0	34.17	5.0
HPP12_RS04175	HP0816	HELPY_RS02640	HPG27_RS03985	HPB8_RS04855	186.0	34.78	5.0
HPP12_RS04180	HP0817	HELPY_RS02635	HPG27_RS03990	HPB8_RS04860	186.0	34.78	5.0
HPP12_RS04190	HP0818	HELPY_RS02630	HPG27_RS04010	HPB8_RS04865	187.0	34.97	5.0
HPP12_RS04195	HP0819	HELPY_RS02625	HPG27_RS04015	HPB8_RS04870	187.0	35.13	5.0
HPP12_RS04200	HP0819a	HELPY_RS02620	HPG27_RS04020	HPB8_RS04875	187.0	35.42	5.0
HPP12_RS04205	HP0820	HELPY_RS02615	HPG27_RS04025	HPB8_RS04880	187.0	35.42	5.0
HPP12_RS04210	HP0821	HELPY_RS02610	HPG27_RS04030	HPB8_RS04885	187.0	35.87	5.0
HPP12_RS04215	HP0822	HELPY_RS02605	HPG27_RS04035	HPB8_RS04890	188.0	36.07	5.0
HPP12_RS04220	HP0823	HELPY_RS02600	HPG27_RS04040	HPB8_RS04895	188.0	36.23	5.0
HPP12_RS04225	HP0824	HELPY_RS02595	HPG27_RS04045	HPB8_RS04900	188.0	36.23	5.0
HPP12_RS04230	HP0825	HELPY_RS02590	HPG27_RS04050	HPB8_RS04905	188.0	36.51	5.0
HPP12_RS04235	HP0826	HELPY_RS02585	HPG27_RS04055	HPB8_RS04910	188.0	36.96	5.0
HPP12_RS04240	HP0827	HELPY_RS02580	HPG27_RS04060	HPB8_RS04915	189.0	37.16	5.0
HPP12_RS04245	HP0828	HELPY_RS02575	HPG27_RS04065	HPB8_RS04920	189.0	37.16	5.0
HPP12_RS04250	HP0829	HELPY_RS02570	HPG27_RS04070	HPB8_RS04925	189.0	37.61	5.0
HPP12_RS04255	HP0830	HELPY_RS02565	HPG27_RS04075	HPB8_RS04930	189.0	37.61	5.0
HPP12_RS04260	HP0831	HELPY_RS02560	HPG27_RS04080	HPB8_RS04935	189.0	38.06	5.0
HPP12_RS04265	HP0832	HELPY_RS02555	HPG27_RS04085	HPB8_RS04940	190.0	38.25	5.0
HPP12_RS04270	HP0833	HELPY_RS02550	HPG27_RS04090	HPB8_RS04945	190.0	38.54	5.0
HPP12_RS04275	HP0834	HELPY_RS02545	HPG27_RS04095	HPB8_RS04950	190.0	38.7	5.0
HPP12_RS04280	HP0835	HELPY_RS02540	HPG27_RS04100	HPB8_RS04955	190.0	39.15	5.0
HPP12_RS04295	HP0838	HELPY_RS02525	HPG27_RS04115	HPB8_RS04970	191.0	39.34	5.0
HPP12_RS04300	HP0839	HELPY_RS02520	HPG27_RS04120	HPB8_RS04975	191.0	39.63	5.0
HPP12_RS04305	HP0840	HELPY_RS02515	HPG27_RS04125	HPB8_RS04980	191.0	40.05	5.0
HPP12_RS04310	HP0841	HELPY_RS02510	HPG27_RS04130	HPB8_RS04985	191.0	40.24	5.0
HPP12_RS04315	HP0842	HELPY_RS02505	HPG27_RS04135	HPB8_RS04990	192.0	40.44	5.0
HPP12_RS04335	HP0851	HELPY_RS02470	HPG27_RS04170	HPB8_RS05035	193.0	42.24	5.0
HPP12_RS04345	HP0853	HELPY_RS02460	HPG27_RS04180	HPB8_RS05045	194.0	43.14	5.0
HPP12_RS04350	HP0854	HELPY_RS02455	HPG27_RS04185	HPB8_RS05050	194.0	43.33	5.0
HPP12_RS04355	HP0857	HELPY_RS02440	HPG27_RS04190	HPB8_RS05055	194.0	43.62	5.0
HPP12_RS04360	HP0858	HELPY_RS02435	HPG27_RS04195	HPB8_RS05060	195.0	44.24	5.0
HPP12_RS04365	HP0859	HELPY_RS02430	HPG27_RS04200	HPB8_RS05065	195.0	44.71	5.0
HPP12_RS04370	HP0860	HELPY_RS02425	HPG27_RS04205	HPB8_RS05070	195.0	44.71	5.0
HPP12_RS04375	HP0861	HELPY_RS02420	HPG27_RS04210	HPB8_RS05075	195.0	44.71	5.0
HPP12_RS04380	HP0862	HELPY_RS02415	HPG27_RS04215	HPB8_RS05080	195.0	44.71	5.0
HPP12_RS04385	HP0863	HELPY_RS02410	HPG27_RS04220	HPB8_RS05085	195.0	44.91	5.0
HPP12_RS04390	HP0864	HELPY_RS02405	HPG27_RS04225	HPB8_RS05090	196.0	45.81	5.0
HPP12_RS04395	HP0865	HELPY_RS02400	HPG27_RS04230	HPB8_RS05095	196.0	45.81	5.0
HPP12_RS04400	HP0866	HELPY_RS02395	HPG27_RS04235	HPB8_RS05100	196.0	45.81	5.0
HPP12_RS04405	HP0867	HELPY_RS02390	HPG27_RS04240	HPB8_RS05105	196.0	45.81	5.0
HPP12_RS04410	HP0868	HELPY_RS02385	HPG27_RS04245	HPB8_RS05110	196.0	45.81	5.0
HPP12_RS04415	HP0869	HELPY_RS02380	HPG27_RS04250	HPB8_RS05115	197.0	46.17	5.0
HPP12_RS04420	HP0870	HELPY_RS02375	HPG27_RS04255	HPB8_RS05120	197.0	46.72	5.0
HPP12_RS04430	HP0872	HELPY_RS02365	HPG27_RS04265	HPB8_RS05130	197.0	46.9	5.0
HPP12_RS04435	HP0873	HELPY_RS02360	HPG27_RS04270	HPB8_RS05135	197.0	46.9	5.0
HPP12_RS04440	HP0874	HELPY_RS02355	HPG27_RS04275	HPB8_RS05140	197.0	47.1	5.0
HPP12_RS04445	HP0875	HELPY_RS02350	HPG27_RS04280	HPB8_RS05145	198.0	47.99	5.0
HPP12_RS04450	HP0876	HELPY_RS02345	HPG27_RS04285	HPB8_RS05150	198.0	47.99	5.0
HPP12_RS04455	HP0877	HELPY_RS02340	HPG27_RS04290	HPB8_RS05155	199.0	48.62	5.0
HPP12_RS04460	HP0879	HELPY_RS02335	HPG27_RS04295	HPB8_RS05160	199.0	49.09	5.0
HPP12_RS04475	HP0883	HELPY_RS04190	HPG27_RS04310	HPB8_RS03175	199.0	3.39	5.0
HPP12_RS04480	HP0884	HELPY_RS04195	HPG27_RS04315	HPB8_RS03170	199.0	3.7	5.0
HPP12_RS04485	HP0885	HELPY_RS04200	HPG27_RS04320	HPB8_RS03165	200.0	3.39	5.0
HPP12_RS04490	HP0886	HELPY_RS04205	HPG27_RS04325	HPB8_RS03160	200.0	3.39	5.0
HPP12_RS04500	HP0888	HELPY_RS04215	HPG27_RS04335	HPB8_RS03150	201.0	3.39	5.0
HPP12_RS04505	HP0889	HELPY_RS04220	HPG27_RS04340	HPB8_RS03145	202.0	3.58	5.0
HPP12_RS04510	HP0890	HELPY_RS04225	HPG27_RS04345	HPB8_RS03140	202.0	3.39	5.0
HPP12_RS04515	HP0891	HELPY_RS04230	HPG27_RS04350	HPB8_RS03135	202.0	3.39	5.0
HPP12_RS04525	HP0895	HELPY_RS04250	HPG27_RS04370	HPB8_RS03125	202.0	3.39	5.0
HPP12_RS04530	HP1243	HELPY_RS04255	HPG27_RS01595	HPB8_RS03115	203.0	76.25	5.0
HPP12_RS04545	HP0897	HELPY_RS04270	HPG27_RS04395	HPB8_RS03100	203.0	3.39	5.0
HPP12_RS04550	HP0898	HELPY_RS04275	HPG27_RS04400	HPB8_RS03095	203.0	3.39	5.0
HPP12_RS04555	HP0899	HELPY_RS04280	HPG27_RS04405	HPB8_RS03090	203.0	3.11	5.0
HPP12_RS04560	HP0900	HELPY_RS04285	HPG27_RS04410	HPB8_RS03085	203.0	3.29	5.0
HPP12_RS04570	HP0902	HELPY_RS04295	HPG27_RS04420	HPB8_RS03075	204.0	3.35	5.0
HPP12_RS04585	HP0906	HELPY_RS04310	HPG27_RS04430	HPB8_RS03060	204.0	3.44	5.0
HPP12_RS04590	HP0907	HELPY_RS04315	HPG27_RS04435	HPB8_RS03055	205.0	3.58	5.0
HPP12_RS04595	HP0908	HELPY_RS04320	HPG27_RS04440	HPB8_RS03050	205.0	3.63	5.0
HPP12_RS04600	HP0909	HELPY_RS04325	HPG27_RS04445	HPB8_RS03045	205.0	3.11	5.0
HPP12_RS04605	HP0910	HELPY_RS04330	HPG27_RS04450	HPB8_RS03040	206.0	3.58	5.0
HPP12_RS04610	HP0911	HELPY_RS04335	HPG27_RS04455	HPB8_RS03035	206.0	3.58	5.0
HPP12_RS04615	HP0912	HELPY_RS04340	HPG27_RS04465	HPB8_RS03030	206.0	3.44	5.0
HPP12_RS04620	HP0913	HELPY_RS04345	HPG27_RS04470	HPB8_RS03025	207.0	3.58	5.0
HPP12_RS04625	HP0914	HELPY_RS04350	HPG27_RS04475	HPB8_RS03020	207.0	3.11	5.0
HPP12_RS04635	HP0918	HELPY_RS04360	HPG27_RS04485	HPB8_RS03010	208.0	3.11	5.0
HPP12_RS04640	HP0919	HELPY_RS04365	HPG27_RS04490	HPB8_RS03005	208.0	3.44	5.0
HPP12_RS04645	HP0920	HELPY_RS04370	HPG27_RS04495	HPB8_RS03000	209.0	3.63	5.0
HPP12_RS04650	HP0921	HELPY_RS04375	HPG27_RS04500	HPB8_RS02995	209.0	3.11	5.0
HPP12_RS04655	HP0922	HELPY_RS04380	HPG27_RS04505	HPB8_RS02990	210.0	3.78	5.0
HPP12_RS04660	HP0923	HELPY_RS04385	HPG27_RS04510	HPB8_RS02985	211.0	3.39	5.0
HPP12_RS04665	HP0924	HELPY_RS04390	HPG27_RS04515	HPB8_RS02980	211.0	3.11	5.0
HPP12_RS04670	HP0925	HELPY_RS04395	HPG27_RS04520	HPB8_RS02975	211.0	3.11	5.0
HPP12_RS04675	HP0926	HELPY_RS04400	HPG27_RS04525	HPB8_RS02970	211.0	3.29	5.0
HPP12_RS04680	HP0927	HELPY_RS04405	HPG27_RS04530	HPB8_RS02965	212.0	3.58	5.0
HPP12_RS04685	HP0928	HELPY_RS04410	HPG27_RS04535	HPB8_RS02960	212.0	3.39	5.0
HPP12_RS04690	HP0929	HELPY_RS04415	HPG27_RS04540	HPB8_RS02955	212.0	3.11	5.0
HPP12_RS04695	HP0930	HELPY_RS04420	HPG27_RS04545	HPB8_RS02950	212.0	3.11	5.0
HPP12_RS04705	HP0933	HELPY_RS04430	HPG27_RS04555	HPB8_RS02940	212.0	3.29	5.0
HPP12_RS04710	HP0934	HELPY_RS04435	HPG27_RS04560	HPB8_RS02935	213.0	3.58	5.0
HPP12_RS04715	HP0935	HELPY_RS04440	HPG27_RS04565	HPB8_RS02930	213.0	3.35	5.0
HPP12_RS04740	HP0939	HELPY_RS04465	HPG27_RS04585	HPB8_RS02905	214.0	3.35	5.0
HPP12_RS04750	HP0941	HELPY_RS04475	HPG27_RS04595	HPB8_RS02895	214.0	3.44	5.0
HPP12_RS04755	HP0942	HELPY_RS04480	HPG27_RS04600	HPB8_RS02890	214.0	3.44	5.0
HPP12_RS04760	HP0943	HELPY_RS04485	HPG27_RS04605	HPB8_RS02885	215.0	3.35	5.0
HPP12_RS04765	HP0944	HELPY_RS04490	HPG27_RS04610	HPB8_RS02880	215.0	3.39	5.0
HPP12_RS04790	HP0946	HELPY_RS04515	HPG27_RS04635	HPB8_RS02855	215.0	3.44	5.0
HPP12_RS04795	HP0947	HELPY_RS04520	HPG27_RS04640	HPB8_RS02850	216.0	3.35	5.0
HPP12_RS04800	HP0948	HELPY_RS04525	HPG27_RS04655	HPB8_RS02840	216.0	3.08	5.0
HPP12_RS04805	HP0949	HELPY_RS04530	HPG27_RS04660	HPB8_RS02835	216.0	3.11	5.0
HPP12_RS04810	HP0950	HELPY_RS04535	HPG27_RS04665	HPB8_RS02830	216.0	3.11	5.0
HPP12_RS04815	HP0951	HELPY_RS04540	HPG27_RS04670	HPB8_RS02825	216.0	3.44	5.0
HPP12_RS04820	HP0952	HELPY_RS04545	HPG27_RS04675	HPB8_RS02820	216.0	3.44	5.0
HPP12_RS04825	HP0953	HELPY_RS04550	HPG27_RS04680	HPB8_RS02815	217.0	3.08	5.0
HPP12_RS04830	HP0954	HELPY_RS04555	HPG27_RS04685	HPB8_RS02810	217.0	3.08	5.0
HPP12_RS04835	HP0955	HELPY_RS04560	HPG27_RS04690	HPB8_RS02805	217.0	3.08	5.0
HPP12_RS04840	HP0956	HELPY_RS04565	HPG27_RS04695	HPB8_RS02800	217.0	3.11	5.0
HPP12_RS04845	HP0957	HELPY_RS04570	HPG27_RS04700	HPB8_RS02795	217.0	3.44	5.0
HPP12_RS04850	HP0958	HELPY_RS04575	HPG27_RS04705	HPB8_RS02790	218.0	3.58	5.0
HPP12_RS04855	HP0959	HELPY_RS04580	HPG27_RS04710	HPB8_RS02785	218.0	3.08	5.0
HPP12_RS04860	HP0960	HELPY_RS04585	HPG27_RS04715	HPB8_RS02780	218.0	3.08	5.0
HPP12_RS04865	HP0961	HELPY_RS04590	HPG27_RS04720	HPB8_RS02775	218.0	3.11	5.0
HPP12_RS04880	HP0966	HELPY_RS04615	HPG27_RS04750	HPB8_RS02755	219.0	3.44	5.0
HPP12_RS04900	HP0969	HELPY_RS04625	HPG27_RS04760	HPB8_RS02740	220.0	3.08	5.0
HPP12_RS04905	HP0970	HELPY_RS04630	HPG27_RS04765	HPB8_RS02735	221.0	2.95	5.0
