	NC_011498.1	NC_000915.1	NC_012973.1	NC_011333.1	NC_014256.1	Mean	Std	Median	MedianMean	Consensus	Count
772	188	188	121	183	217	179.0	35.3	188.0	186.0	186.0	5.0
773	188	188	121	183	217	179.0	35.3	188.0	186.0	186.0	5.0
774	189	-	-	-	-	189.0	0.0	189.0	189.0	189.0	1.0
775	189	188	121	183	217	180.0	35.37	188.0	187.0	187.0	5.0
776	189	188	121	184	217	180.0	35.39	188.0	187.0	187.0	5.0
777	189	188	120	184	217	180.0	35.81	188.0	187.0	187.0	5.0
778	189	188	120	184	217	180.0	35.81	188.0	187.0	187.0	5.0
779	189	189	120	184	218	180.0	36.13	189.0	187.0	187.0	5.0
780	190	189	120	184	218	180.0	36.2	189.0	188.0	188.0	5.0
781	190	189	120	185	218	180.0	36.23	189.0	188.0	188.0	5.0
782	190	189	120	185	218	180.0	36.23	189.0	188.0	188.0	5.0
783	190	189	119	185	218	180.0	36.64	189.0	188.0	188.0	5.0
784	190	190	119	185	219	181.0	36.96	190.0	188.0	188.0	5.0
785	191	190	119	185	219	181.0	37.03	190.0	189.0	189.0	5.0
786	191	190	119	185	219	181.0	37.03	190.0	189.0	189.0	5.0
787	191	190	118	186	219	181.0	37.48	190.0	189.0	189.0	5.0
788	191	190	118	186	219	181.0	37.48	190.0	189.0	189.0	5.0
789	191	191	118	186	220	181.0	37.8	191.0	189.0	189.0	5.0
790	192	191	118	186	220	181.0	37.87	191.0	190.0	190.0	5.0
791	192	191	117	186	220	181.0	38.28	191.0	190.0	190.0	5.0
792	192	191	117	187	220	181.0	38.32	191.0	190.0	190.0	5.0
793	192	192	117	187	221	182.0	38.64	192.0	190.0	190.0	5.0
794	192	-	117	187	221	179.0	44.12	187.0	190.0	190.0	4.0
795	193	192	117	187	221	182.0	38.7	192.0	191.0	191.0	5.0
796	193	192	116	187	221	182.0	39.12	192.0	191.0	191.0	5.0
797	193	192	116	188	222	182.0	39.41	192.0	191.0	191.0	5.0
798	193	193	116	188	222	182.0	39.48	193.0	191.0	191.0	5.0
799	194	193	116	188	222	183.0	39.54	193.0	192.0	192.0	5.0
800	194	-	-	-	-	194.0	0.0	194.0	194.0	194.0	1.0
801	194	195	-	190	224	201.0	15.65	194.0	193.0	193.0	4.0
802	194	-	-	-	-	194.0	0.0	194.0	194.0	194.0	1.0
803	194	195	114	190	224	183.0	41.1	194.0	193.0	193.0	5.0
804	195	195	113	191	225	184.0	41.87	195.0	194.0	194.0	5.0
805	195	196	113	191	225	184.0	41.94	195.0	194.0	194.0	5.0
806	195	196	112	191	225	184.0	42.36	195.0	194.0	194.0	5.0
807	195	197	112	192	226	184.0	42.72	195.0	195.0	195.0	5.0
808	196	197	111	192	226	184.0	43.21	196.0	195.0	195.0	5.0
809	196	197	111	192	226	184.0	43.21	196.0	195.0	195.0	5.0
810	196	197	111	192	226	184.0	43.21	196.0	195.0	195.0	5.0
811	196	197	111	192	226	184.0	43.21	196.0	195.0	195.0	5.0
812	196	198	111	192	226	185.0	43.29	196.0	195.0	195.0	5.0
813	197	198	110	193	227	185.0	44.06	197.0	196.0	196.0	5.0
814	197	198	110	193	227	185.0	44.06	197.0	196.0	196.0	5.0
815	197	198	110	193	227	185.0	44.06	197.0	196.0	196.0	5.0
816	197	198	110	193	227	185.0	44.06	197.0	196.0	196.0	5.0
817	197	198	110	193	227	185.0	44.06	197.0	196.0	196.0	5.0
818	197	199	110	194	227	185.0	44.18	197.0	197.0	197.0	5.0
819	197	199	109	194	228	185.0	44.85	197.0	197.0	197.0	5.0
820	198	199	109	194	-	175.0	44.05	194.0	197.0	197.0	4.0
821	198	199	109	194	228	186.0	44.91	198.0	197.0	197.0	5.0
822	198	199	109	194	228	186.0	44.91	198.0	197.0	197.0	5.0
823	198	200	109	194	228	186.0	44.99	198.0	197.0	197.0	5.0
824	199	200	108	195	229	186.0	45.77	199.0	198.0	198.0	5.0
825	199	200	108	195	229	186.0	45.77	199.0	198.0	198.0	5.0
826	199	201	108	196	230	187.0	46.13	199.0	199.0	199.0	5.0
827	200	201	107	196	230	187.0	46.62	200.0	199.0	199.0	5.0
828	200	-	-	-	-	200.0	0.0	200.0	200.0	200.0	1.0
829	200	201	195	196	139	186.0	26.51	196.0	198.0	198.0	5.0
830	200	201	195	196	138	186.0	26.95	196.0	198.0	198.0	5.0
831	201	202	196	197	138	187.0	27.4	197.0	199.0	199.0	5.0
832	201	202	196	197	138	187.0	27.4	197.0	199.0	199.0	5.0
833	201	203	197	197	-	200.0	3.0	197.0	200.0	200.0	4.0
834	202	203	197	198	137	187.0	28.29	198.0	200.0	200.0	5.0
835	202	204	198	198	136	188.0	28.96	198.0	200.0	200.0	5.0
836	203	204	198	199	136	188.0	29.18	199.0	201.0	201.0	5.0
837	203	204	198	199	136	188.0	29.18	199.0	201.0	201.0	5.0
838	203	204	198	199	136	188.0	29.18	199.0	201.0	201.0	5.0
839	203	284	199	72	135	179.0	79.66	199.0	201.0	201.0	5.0
840	204	205	199	200	135	189.0	30.07	200.0	202.0	202.0	5.0
841	204	205	199	200	135	189.0	30.07	200.0	202.0	202.0	5.0
842	204	205	200	200	135	189.0	30.16	200.0	202.0	202.0	5.0
843	204	206	200	200	135	189.0	30.3	200.0	202.0	202.0	5.0
844	204	206	200	201	-	203.0	2.75	201.0	203.0	203.0	4.0
845	204	206	200	201	134	189.0	30.84	201.0	203.0	203.0	5.0
846	205	206	201	201	133	189.0	31.5	201.0	203.0	203.0	5.0
847	205	207	201	201	133	189.0	31.64	201.0	204.0	204.0	5.0
848	206	207	201	201	133	190.0	31.76	201.0	204.0	204.0	5.0
849	206	207	202	202	133	190.0	31.95	202.0	204.0	204.0	5.0
850	206	208	202	202	132	190.0	32.53	202.0	204.0	204.0	5.0
851	206	208	202	202	132	190.0	32.53	202.0	204.0	204.0	5.0
852	207	208	203	203	131	190.0	33.28	203.0	205.0	205.0	5.0
853	207	209	203	203	131	191.0	33.42	203.0	206.0	206.0	5.0
854	208	209	204	204	131	191.0	33.73	204.0	206.0	206.0	5.0
855	209	210	205	205	130	192.0	34.62	205.0	207.0	207.0	5.0
856	209	210	205	205	129	192.0	35.07	205.0	207.0	207.0	5.0
857	210	211	205	205	129	192.0	35.33	205.0	208.0	208.0	5.0
858	210	211	206	206	129	192.0	35.51	206.0	208.0	208.0	5.0
859	210	211	206	206	127	192.0	36.41	206.0	208.0	208.0	5.0
860	212	213	208	207	127	193.0	37.21	208.0	210.0	210.0	5.0
861	212	213	208	208	127	194.0	37.3	208.0	210.0	210.0	5.0
862	212	213	208	208	127	194.0	37.3	208.0	210.0	210.0	5.0
863	212	214	208	208	127	194.0	37.43	208.0	210.0	210.0	5.0
864	212	214	208	208	126	194.0	37.88	208.0	210.0	210.0	5.0
865	213	214	209	208	126	194.0	38.1	209.0	211.0	211.0	5.0
866	213	214	209	209	126	194.0	38.19	209.0	211.0	211.0	5.0
867	213	214	209	209	126	194.0	38.19	209.0	211.0	211.0	5.0
868	213	-	209	209	126	189.0	42.21	209.0	210.0	210.0	4.0
869	213	215	209	209	126	194.0	38.32	209.0	212.0	212.0	5.0
870	213	215	209	209	125	194.0	38.77	209.0	212.0	212.0	5.0
871	213	215	210	209	125	194.0	38.87	210.0	212.0	212.0	5.0
872	214	215	-	210	125	191.0	44.05	210.0	213.0	213.0	4.0
873	214	216	211	210	124	195.0	39.76	211.0	213.0	213.0	5.0
874	215	216	211	211	123	195.0	40.43	211.0	213.0	213.0	5.0
875	215	216	211	211	123	195.0	40.43	211.0	213.0	213.0	5.0
876	215	217	212	211	123	196.0	40.65	212.0	214.0	214.0	5.0
877	216	217	212	211	123	196.0	40.78	212.0	214.0	214.0	5.0
878	216	217	212	212	122	196.0	41.32	212.0	214.0	214.0	5.0
879	216	218	213	212	122	196.0	41.55	213.0	215.0	215.0	5.0
880	216	218	213	213	122	196.0	41.64	213.0	215.0	215.0	5.0
881	217	218	213	213	122	197.0	41.76	213.0	215.0	215.0	5.0
882	217	218	213	213	122	197.0	41.76	213.0	215.0	215.0	5.0
883	217	218	213	213	121	196.0	42.21	213.0	215.0	215.0	5.0
884	217	218	213	213	121	196.0	42.21	213.0	215.0	215.0	5.0
885	217	219	214	214	121	197.0	42.54	214.0	216.0	216.0	5.0
886	217	219	214	214	121	197.0	42.54	214.0	216.0	216.0	5.0
887	217	219	214	214	121	197.0	42.54	214.0	216.0	216.0	5.0
888	218	219	214	214	121	197.0	42.66	214.0	216.0	216.0	5.0
889	218	219	214	214	120	197.0	43.1	214.0	216.0	216.0	5.0
890	218	220	214	214	120	197.0	43.23	214.0	216.0	216.0	5.0
891	218	220	215	215	120	198.0	43.43	215.0	217.0	217.0	5.0
892	218	220	215	215	120	198.0	43.43	215.0	217.0	217.0	5.0
893	219	220	215	215	120	198.0	43.55	215.0	217.0	217.0	5.0
894	219	221	216	-	119	194.0	49.88	216.0	219.0	219.0	4.0
895	220	221	216	216	118	198.0	44.89	216.0	218.0	218.0	5.0
896	220	222	-	-	118	187.0	59.48	220.0	221.0	221.0	3.0
897	220	-	217	217	118	193.0	50.02	217.0	218.0	218.0	4.0
898	220	222	217	217	118	199.0	45.22	217.0	219.0	219.0	5.0
899	221	222	218	218	117	199.0	45.99	218.0	220.0	220.0	5.0
900	221	223	218	218	117	199.0	46.11	218.0	220.0	220.0	5.0
901	221	223	218	218	117	199.0	46.11	218.0	220.0	220.0	5.0
902	222	223	219	219	116	200.0	46.88	219.0	221.0	221.0	5.0
903	222	224	219	219	116	200.0	47.01	219.0	221.0	221.0	5.0
904	222	224	219	219	116	200.0	47.01	219.0	221.0	221.0	5.0
905	223	224	220	220	115	200.0	47.77	220.0	222.0	222.0	5.0
906	223	225	220	220	115	201.0	47.9	220.0	222.0	222.0	5.0
907	223	225	220	220	115	201.0	47.9	220.0	222.0	222.0	5.0
908	224	-	-	-	-	224.0	0.0	224.0	224.0	224.0	1.0
909	224	226	221	221	114	201.0	48.79	221.0	223.0	223.0	5.0
910	224	226	-	222	-	224.0	2.0	224.0	224.0	224.0	3.0
911	225	102	-	222	-	183.0	70.16	222.0	224.0	224.0	3.0
912	225	-	-	-	-	225.0	0.0	225.0	225.0	225.0	1.0
913	226	-	-	-	-	226.0	0.0	226.0	226.0	226.0	1.0
914	226	97	-	223	-	182.0	73.63	223.0	224.0	224.0	3.0
915	226	97	224	223	-	192.0	63.68	223.0	224.0	224.0	4.0
916	227	97	224	223	-	193.0	63.86	223.0	225.0	225.0	4.0
917	228	-	-	224	96	183.0	75.08	224.0	226.0	226.0	3.0
918	228	319	226	224	-	249.0	46.53	226.0	226.0	226.0	4.0
919	228	95	-	224	-	182.0	75.66	224.0	226.0	226.0	3.0
920	228	320	226	225	330	266.0	54.17	228.0	226.0	226.0	5.0
921	229	94	227	225	95	174.0	72.59	225.0	227.0	227.0	5.0
922	229	94	228	226	95	174.0	72.95	226.0	228.0	228.0	5.0
923	230	94	228	226	95	175.0	73.14	226.0	228.0	228.0	5.0
924	230	94	228	226	95	175.0	73.14	226.0	228.0	228.0	5.0
925	230	93	228	226	94	174.0	73.68	226.0	228.0	228.0	5.0
926	230	93	228	227	94	174.0	73.86	227.0	228.0	228.0	5.0
927	231	93	229	227	94	175.0	74.23	227.0	229.0	229.0	5.0
928	231	92	229	227	93	174.0	74.78	227.0	229.0	229.0	5.0
929	231	-	230	236	93	198.0	69.72	230.0	232.0	232.0	4.0
930	231	91	230	237	93	176.0	77.1	230.0	233.0	233.0	5.0
931	232	91	230	237	92	176.0	77.55	230.0	233.0	233.0	5.0
932	232	91	230	237	92	176.0	77.55	230.0	233.0	233.0	5.0
933	232	90	230	237	92	176.0	77.82	230.0	233.0	233.0	5.0
934	233	90	231	238	92	177.0	78.37	231.0	234.0	234.0	5.0
935	233	90	231	238	91	177.0	78.64	231.0	234.0	234.0	5.0
936	233	90	232	238	91	177.0	78.81	232.0	234.0	234.0	5.0
937	233	90	232	238	91	177.0	78.81	232.0	234.0	234.0	5.0
938	233	89	232	238	91	177.0	79.09	232.0	234.0	234.0	5.0
939	234	89	232	239	90	177.0	79.74	232.0	235.0	235.0	5.0
940	234	89	233	239	90	177.0	79.91	233.0	235.0	235.0	5.0
941	234	88	233	239	90	177.0	80.19	233.0	235.0	235.0	5.0
942	235	88	233	240	90	177.0	80.56	233.0	236.0	236.0	5.0
943	235	88	233	240	89	177.0	80.83	233.0	236.0	236.0	5.0
944	235	88	234	240	89	177.0	81.0	234.0	236.0	236.0	5.0
945	236	87	234	241	89	177.0	81.65	234.0	237.0	237.0	5.0
946	236	87	234	241	89	177.0	81.65	234.0	237.0	237.0	5.0
947	236	87	234	241	-	200.0	75.06	234.0	237.0	237.0	4.0
948	236	86	235	241	88	177.0	82.38	235.0	237.0	237.0	5.0
949	237	86	235	242	88	178.0	82.75	235.0	238.0	238.0	5.0
950	237	86	235	242	87	177.0	83.02	235.0	238.0	238.0	5.0
951	237	86	236	242	87	178.0	83.19	236.0	238.0	238.0	5.0
952	237	86	236	242	87	178.0	83.19	236.0	238.0	238.0	5.0
953	237	85	236	242	87	177.0	83.47	236.0	238.0	238.0	5.0
954	238	85	236	243	87	178.0	83.84	236.0	239.0	239.0	5.0
955	238	85	236	243	87	178.0	83.84	236.0	239.0	239.0	5.0
956	238	85	237	243	86	178.0	84.29	237.0	239.0	239.0	5.0
957	238	85	237	243	86	178.0	84.29	237.0	239.0	239.0	5.0
958	238	85	237	243	86	178.0	84.29	237.0	239.0	239.0	5.0
959	239	84	237	244	86	178.0	84.94	237.0	240.0	240.0	5.0
960	239	-	238	244	-	240.0	3.21	239.0	240.0	240.0	3.0
961	239	83	238	244	85	178.0	85.66	238.0	240.0	240.0	5.0
962	240	83	239	245	84	178.0	86.48	239.0	241.0	241.0	5.0
963	240	83	239	245	84	178.0	86.48	239.0	241.0	241.0	5.0
964	240	83	239	245	84	178.0	86.48	239.0	241.0	241.0	5.0
965	240	83	239	245	84	178.0	86.48	239.0	241.0	241.0	5.0
966	240	82	239	246	84	178.0	86.95	239.0	242.0	242.0	5.0
967	241	82	240	246	83	178.0	87.57	240.0	242.0	242.0	5.0
968	241	82	240	246	83	178.0	87.57	240.0	242.0	242.0	5.0
969	241	-	240	247	83	203.0	79.89	240.0	243.0	243.0	4.0
970	242	-	241	247	83	203.0	80.21	241.0	243.0	243.0	4.0
971	242	81	241	247	82	179.0	88.67	241.0	243.0	243.0	5.0
972	242	81	241	247	82	179.0	88.67	241.0	243.0	243.0	5.0
973	242	81	241	247	82	179.0	88.67	241.0	243.0	243.0	5.0
974	242	81	241	248	82	179.0	88.86	241.0	244.0	244.0	5.0
975	243	80	242	248	82	179.0	89.49	242.0	244.0	244.0	5.0
976	243	80	242	248	81	179.0	89.76	242.0	244.0	244.0	5.0
977	243	80	242	248	81	179.0	89.76	242.0	244.0	244.0	5.0
978	243	79	242	249	81	179.0	90.23	242.0	245.0	245.0	5.0
979	244	79	243	249	81	179.0	90.59	243.0	245.0	245.0	5.0
980	244	250	243	249	80	213.0	74.52	244.0	246.0	246.0	5.0
981	244	250	243	249	80	213.0	74.52	244.0	246.0	246.0	5.0
982	244	250	243	249	80	213.0	74.52	244.0	246.0	246.0	5.0
983	245	251	244	250	80	214.0	74.97	245.0	248.0	248.0	5.0
984	245	251	244	250	79	214.0	75.42	245.0	248.0	248.0	5.0
985	245	251	244	250	79	214.0	75.42	245.0	248.0	248.0	5.0
986	245	252	245	251	79	214.0	75.76	245.0	248.0	248.0	5.0
987	246	252	245	251	79	215.0	75.86	246.0	248.0	248.0	5.0
988	246	252	245	251	78	214.0	76.31	246.0	248.0	248.0	5.0
989	246	252	245	251	78	214.0	76.31	246.0	248.0	248.0	5.0
990	246	253	246	252	78	215.0	76.66	246.0	249.0	249.0	5.0
991	246	253	246	252	78	215.0	76.66	246.0	249.0	249.0	5.0
992	246	253	246	252	78	215.0	76.66	246.0	249.0	249.0	5.0
993	247	253	246	252	77	215.0	77.2	247.0	250.0	250.0	5.0
994	247	253	246	252	77	215.0	77.2	247.0	250.0	250.0	5.0
995	247	254	247	253	77	216.0	77.55	247.0	250.0	250.0	5.0
996	247	254	247	253	77	216.0	77.55	247.0	250.0	250.0	5.0
997	248	-	247	253	140	222.0	54.73	247.0	249.0	249.0	4.0
998	248	254	247	105	139	199.0	71.0	247.0	250.0	250.0	5.0
999	249	255	248	254	75	216.0	78.99	249.0	252.0	252.0	5.0
1000	249	255	248	254	75	216.0	78.99	249.0	252.0	252.0	5.0
1001	249	256	249	255	75	217.0	79.34	249.0	252.0	252.0	5.0
1002	250	256	249	255	74	217.0	79.89	250.0	252.0	252.0	5.0
1003	250	-	-	-	-	250.0	0.0	250.0	250.0	250.0	1.0
1004	250	256	249	255	74	217.0	79.89	250.0	252.0	252.0	5.0
1005	250	256	250	255	74	217.0	79.99	250.0	253.0	253.0	5.0
1006	250	257	250	256	74	217.0	80.23	250.0	253.0	253.0	5.0
1007	250	257	250	256	74	217.0	80.23	250.0	253.0	253.0	5.0
1008	250	257	250	256	74	217.0	80.23	250.0	253.0	253.0	5.0
1009	251	257	250	256	74	218.0	80.33	251.0	254.0	254.0	5.0
1010	251	257	250	256	73	289.0	80.33	256.0	254.0	254.0	5.0
1011	251	-	251	256	73	208.0	89.86	251.0	253.0	253.0	4.0
1012	251	257	251	257	73	290.0	80.11	257.0	254.0	254.0	5.0
1013	251	258	251	257	73	290.0	80.01	257.0	254.0	254.0	5.0
1014	252	258	251	257	73	290.0	79.89	257.0	254.0	254.0	5.0
1015	252	258	251	257	73	290.0	79.89	257.0	254.0	254.0	5.0
1016	252	258	251	257	72	290.0	79.44	257.0	254.0	254.0	5.0
1017	252	258	252	257	72	290.0	79.32	257.0	255.0	255.0	5.0
1018	252	259	252	258	72	291.0	79.11	258.0	255.0	255.0	5.0
1019	253	259	252	258	72	291.0	78.99	258.0	256.0	256.0	5.0
1020	253	259	252	258	72	291.0	78.99	258.0	256.0	256.0	5.0
1021	253	259	252	258	71	291.0	78.54	258.0	256.0	256.0	5.0
1022	253	259	253	258	71	291.0	78.42	258.0	256.0	256.0	5.0
1023	253	259	253	258	71	291.0	78.42	258.0	256.0	256.0	5.0
1024	253	259	253	259	71	291.0	78.32	259.0	256.0	256.0	5.0
1025	253	-	-	-	70	342.0	125.16	253.0	253.0	253.0	2.0
1026	254	260	254	259	70	291.0	77.53	259.0	257.0	257.0	5.0
1027	254	-	254	260	70	300.0	87.05	254.0	256.0	256.0	4.0
1028	255	-	255	260	-	257.0	2.89	255.0	257.0	257.0	3.0
1029	255	261	255	261	69	292.0	76.53	261.0	258.0	258.0	5.0
1030	255	262	255	261	69	292.0	76.43	261.0	258.0	258.0	5.0
1031	255	262	255	261	69	292.0	76.43	261.0	258.0	258.0	5.0
1032	256	262	255	261	69	293.0	76.31	261.0	258.0	258.0	5.0
1033	256	262	255	261	69	293.0	76.31	261.0	258.0	258.0	5.0
1034	256	262	256	261	68	293.0	75.74	261.0	259.0	259.0	5.0
1035	256	262	256	261	68	293.0	75.74	261.0	259.0	259.0	5.0
1036	257	263	256	262	68	293.0	75.42	262.0	260.0	260.0	5.0
1037	257	263	257	262	67	293.0	74.85	262.0	260.0	260.0	5.0
1038	257	263	257	262	67	293.0	74.85	262.0	260.0	260.0	5.0
1039	257	264	257	-	66	301.0	83.4	257.0	259.0	259.0	4.0
1040	258	264	258	264	66	294.0	73.85	264.0	261.0	261.0	5.0
1041	258	265	258	264	-	261.0	3.77	258.0	261.0	261.0	4.0
1042	259	265	258	264	66	294.0	73.63	264.0	262.0	262.0	5.0
1043	259	265	259	264	66	295.0	73.51	264.0	262.0	262.0	5.0
1044	259	265	259	264	66	295.0	73.51	264.0	262.0	262.0	5.0
1045	259	265	259	264	65	294.0	73.06	264.0	262.0	262.0	5.0
1046	259	265	259	264	65	294.0	73.06	264.0	262.0	262.0	5.0
1047	259	265	259	265	65	295.0	72.96	265.0	262.0	262.0	5.0
1048	259	266	259	265	65	295.0	72.86	265.0	262.0	262.0	5.0
1049	260	266	260	-	64	302.0	81.05	260.0	262.0	262.0	4.0
1050	260	-	-	-	-	260.0	0.0	260.0	260.0	260.0	1.0
1051	261	267	261	266	64	296.0	71.72	266.0	264.0	264.0	5.0
1052	261	267	261	266	63	296.0	71.27	266.0	264.0	264.0	5.0
1053	261	267	261	266	63	296.0	71.27	266.0	264.0	264.0	5.0
1054	261	267	261	267	63	296.0	71.17	267.0	264.0	264.0	5.0
1055	261	268	262	267	63	296.0	70.95	267.0	264.0	264.0	5.0
1056	262	268	262	267	63	296.0	70.83	267.0	265.0	265.0	5.0
1057	262	268	262	267	62	296.0	70.38	267.0	265.0	265.0	5.0
1058	262	268	262	268	196	251.0	31.0	262.0	265.0	265.0	5.0
1059	263	269	263	268	61	297.0	69.49	268.0	266.0	266.0	5.0
1060	263	269	263	268	61	297.0	69.49	268.0	266.0	266.0	5.0
1061	263	269	263	269	61	297.0	69.38	269.0	266.0	266.0	5.0
1062	264	270	264	269	60	297.0	68.59	269.0	267.0	267.0	5.0
1063	264	270	264	269	60	297.0	68.59	269.0	267.0	267.0	5.0
1064	264	270	264	269	60	297.0	68.59	269.0	267.0	267.0	5.0
1065	264	270	265	270	59	298.0	67.92	270.0	267.0	267.0	5.0
1066	265	271	265	270	59	298.0	67.7	270.0	268.0	268.0	5.0
1067	265	271	265	270	59	298.0	67.7	270.0	268.0	268.0	5.0
1068	265	28	-	271	-	308.0	69.35	271.0	268.0	268.0	3.0
1069	265	-	-	-	59	342.0	108.89	265.0	265.0	265.0	2.0
1070	266	272	266	272	58	299.0	66.7	272.0	269.0	269.0	5.0
1071	266	272	266	272	58	299.0	66.7	272.0	269.0	269.0	5.0
1072	266	272	266	272	58	299.0	66.7	272.0	269.0	269.0	5.0
1073	267	273	267	273	58	300.0	66.26	273.0	270.0	270.0	5.0
1074	267	-	-	-	-	267.0	0.0	267.0	267.0	267.0	1.0
1075	267	273	267	273	58	300.0	66.26	273.0	270.0	270.0	5.0
1076	267	273	267	273	57	299.0	65.81	273.0	270.0	270.0	5.0
1077	267	274	268	273	57	300.0	65.59	273.0	270.0	270.0	5.0
1078	268	274	268	274	57	300.0	65.36	274.0	271.0	271.0	5.0
1079	270	276	-	276	-	274.0	3.46	276.0	274.0	274.0	3.0
1080	270	276	270	276	55	301.0	63.58	276.0	273.0	273.0	5.0
1081	270	276	270	276	55	301.0	63.58	276.0	273.0	273.0	5.0
1082	270	276	270	276	54	301.0	63.13	276.0	273.0	273.0	5.0
1083	270	276	270	276	54	301.0	63.13	276.0	273.0	273.0	5.0
1084	270	276	270	276	54	301.0	63.13	276.0	273.0	273.0	5.0
1085	270	276	271	276	54	301.0	63.01	276.0	273.0	273.0	5.0
1086	270	276	271	276	54	301.0	63.01	276.0	273.0	273.0	5.0
1087	271	277	271	277	53	302.0	62.24	277.0	274.0	274.0	5.0
1088	271	277	271	277	53	302.0	62.24	277.0	274.0	274.0	5.0
1089	271	277	272	277	53	302.0	62.11	277.0	274.0	274.0	5.0
1090	272	278	272	278	53	303.0	61.79	278.0	275.0	275.0	5.0
1091	272	278	272	278	52	302.0	61.34	278.0	275.0	275.0	5.0
1092	272	-	-	-	-	272.0	0.0	272.0	272.0	272.0	1.0
1093	272	278	272	278	52	302.0	61.34	278.0	275.0	275.0	5.0
1094	273	279	273	278	52	303.0	61.0	278.0	276.0	276.0	5.0
1095	273	-	273	279	51	309.0	68.06	273.0	275.0	275.0	4.0
1096	273	279	274	279	51	303.0	60.33	279.0	276.0	276.0	5.0
1097	273	279	274	279	51	303.0	60.33	279.0	276.0	276.0	5.0
1098	274	313	-	-	51	333.0	70.59	313.0	313.0	313.0	3.0
1099	274	313	-	-	51	333.0	70.59	313.0	313.0	313.0	3.0
1100	274	280	274	280	50	304.0	59.56	280.0	277.0	277.0	5.0
1101	274	280	274	280	50	304.0	59.56	280.0	277.0	277.0	5.0
1102	274	280	274	280	50	304.0	59.56	280.0	277.0	277.0	5.0
1103	275	281	275	281	50	304.0	59.11	281.0	278.0	278.0	5.0
1104	275	281	275	281	49	304.0	58.66	281.0	278.0	278.0	5.0
1105	275	281	275	281	49	304.0	58.66	281.0	278.0	278.0	5.0
1106	275	281	275	281	49	304.0	58.66	281.0	278.0	278.0	5.0
1107	276	281	276	281	49	305.0	58.41	281.0	278.0	278.0	5.0
1108	276	281	276	281	49	305.0	58.41	281.0	278.0	278.0	5.0
1109	276	281	276	281	49	305.0	58.41	281.0	278.0	278.0	5.0
1110	276	282	276	282	48	305.0	57.77	282.0	279.0	279.0	5.0
1111	276	282	276	282	48	305.0	57.77	282.0	279.0	279.0	5.0
1112	276	282	276	282	48	305.0	57.77	282.0	279.0	279.0	5.0
1113	277	282	277	282	48	305.0	57.52	282.0	280.0	280.0	5.0
1114	277	282	277	282	-	280.0	2.89	277.0	280.0	280.0	4.0
1115	277	283	277	282	47	305.0	56.98	282.0	280.0	280.0	5.0
1116	277	283	277	283	47	305.0	56.88	283.0	280.0	280.0	5.0
1117	277	283	278	283	47	306.0	56.75	283.0	280.0	280.0	5.0
1118	278	283	278	283	47	306.0	56.63	283.0	280.0	280.0	5.0
1119	278	-	278	-	47	321.0	74.48	278.0	278.0	278.0	3.0
1120	278	-	-	-	-	278.0	0.0	278.0	278.0	278.0	1.0
1121	278	284	278	283	47	306.0	56.53	283.0	281.0	281.0	5.0
1122	278	284	278	-	46	312.0	63.06	278.0	280.0	280.0	4.0
1123	279	284	279	284	46	306.0	55.73	284.0	282.0	282.0	5.0
1124	279	205	-	-	-	242.0	52.33	205.0	205.0	205.0	2.0
1125	280	285	280	285	45	307.0	54.84	285.0	282.0	282.0	5.0
1126	280	285	280	285	45	307.0	54.84	285.0	282.0	282.0	5.0
1127	280	285	280	285	45	307.0	54.84	285.0	282.0	282.0	5.0
1128	280	285	280	285	45	307.0	54.84	285.0	282.0	282.0	5.0
1129	280	286	280	286	-	283.0	3.46	280.0	283.0	283.0	4.0
1130	280	286	281	286	44	307.0	54.07	286.0	283.0	283.0	5.0
1131	281	286	281	286	44	308.0	53.95	286.0	284.0	284.0	5.0
1132	281	286	281	286	44	308.0	53.95	286.0	284.0	284.0	5.0
1133	281	286	281	-	43	313.0	60.21	281.0	283.0	283.0	4.0
1134	281	287	282	287	43	308.0	53.18	287.0	284.0	284.0	5.0
1135	282	287	282	287	43	308.0	53.05	287.0	284.0	284.0	5.0
1136	282	287	282	287	43	308.0	53.05	287.0	284.0	284.0	5.0
1137	282	287	282	287	43	308.0	53.05	287.0	284.0	284.0	5.0
1138	282	287	282	288	43	308.0	52.96	287.0	285.0	285.0	5.0
1139	282	288	283	288	43	309.0	52.73	288.0	285.0	285.0	5.0
1140	282	-	283	288	42	314.0	58.89	283.0	284.0	284.0	4.0
1141	282	288	283	288	42	309.0	52.29	288.0	285.0	285.0	5.0
1142	283	288	283	288	42	309.0	52.16	288.0	286.0	286.0	5.0
1143	283	288	283	288	42	309.0	52.16	288.0	286.0	286.0	5.0
1144	283	288	283	288	42	309.0	52.16	288.0	286.0	286.0	5.0
1145	283	289	284	289	42	309.0	51.84	289.0	286.0	286.0	5.0
1146	283	289	284	289	42	309.0	51.84	289.0	286.0	286.0	5.0
1147	283	289	284	289	41	309.0	51.39	289.0	286.0	286.0	5.0
1148	284	289	284	289	41	309.0	51.27	289.0	286.0	286.0	5.0
1149	284	290	285	290	41	310.0	50.95	290.0	287.0	287.0	5.0
1150	284	290	285	290	40	310.0	50.5	290.0	287.0	287.0	5.0
1151	284	290	285	290	40	310.0	50.5	290.0	287.0	287.0	5.0
1152	284	290	285	290	40	310.0	50.5	290.0	287.0	287.0	5.0
1153	285	290	285	-	40	315.0	56.72	285.0	287.0	287.0	4.0
